_id,eventType,about,startDate,endDate,lat,lon,country,locality,streetAddress,administrativeArea,postalCode,show._id,show.name,show.interests,organizations._id,organizations.name
smyr33rj6qrhHQnza,Performance,https://kasparmachine.eu/,Sat Sep 19 2020 00:00:00 GMT+0000 (UTC),Sun Sep 20 2020 00:00:00 GMT+0000 (UTC),37.94544640000001,23.6266187,Greece,Drapetsona,,,186 48,LdNFW6CMQmL54m4EG,Kaspar Machine,,id8hZcFjhdeqb7pjn,Labillusions
RyMSPc2zqtdLdfgBe,Performance,https://sites.google.com/view/the-red-curtain/shows,Sat Jun 27 2020 00:00:00 GMT+0000 (UTC),Sun Jun 28 2020 00:00:00 GMT+0000 (UTC),22.572646,88.36389500000001,India,Kolkata,,West Bengal,,g7rhie6xsZaYtCRTz,The Little Prince ,,G2oowZMSf3NtsnmBj,The Red Curtain International
R3ctu4bFYd2K3rAJ2,Performance,https://sites.google.com/view/the-red-curtain/shows,Sat Jun 27 2020 00:00:00 GMT+0000 (UTC),Sun Jun 28 2020 00:00:00 GMT+0000 (UTC),22.572646,88.36389500000001,India,Kolkata,,West Bengal,018960,g7rhie6xsZaYtCRTz,The Little Prince ,,G2oowZMSf3NtsnmBj,The Red Curtain International
Ywo5n6X3MbKyYvofi,Performance,https://theaterj.org/on-stage/compulsion/,Sat Jun 06 2020 00:00:00 GMT+0000 (UTC),Mon Jun 29 2020 00:00:00 GMT+0000 (UTC),38.9108855,-77.0359163,United States,Washington,1529 16th Street Northwest,District of Columbia,20036,798S6pQPmaRvAsyEX,Compulsion or the House Behind,,5877b72717334f313edb4e36,Theater J
v4i8fSQrLMY7mLHHq,Performance,https://www.flipcause.com/secure/cause_pdetails/ODUxNzA=#!,Mon Jun 01 2020 00:00:00 GMT+0000 (UTC),Mon Jun 01 2020 00:00:00 GMT+0000 (UTC),40.7127753,-74.0059728,United States,New York,,New York,,YHeWozW6HSHTScXJn,Live and In Color’s 24-Hour Play and Song Festival,,3iPjkhZzFNsEQDwaC,Live & In Color
HfPZSXmtgojvDJjSX,Reading,https://myemail.constantcontact.com/Drama-in-the-works-Schedule.html?soid=1102288667513&aid=KPuqdZn_dZI,Tue May 12 2020 00:00:00 GMT+0000 (UTC),Tue May 12 2020 00:00:00 GMT+0000 (UTC),26.7153424,-80.0533746,United States,West Palm Beach,,Florida,,kSnzoch4d8Gvjh2J3,Drawing Fire,,TbH99vj4PJ7fMxpwb,Palm Beach Dramaworks
recKapHQcTfGPLTD4,Performance,,Tue May 12 2020 00:00:00 GMT+0000 (UTC),Sat May 16 2020 00:00:00 GMT+0000 (UTC),51.3855882,-0.4237832999999682,United Kingdom,,Hurst Grove,England,KT12 1AU,fP4iFmxZs6mmPTpQd,Thoroughly Modern Millie,,BBWYAND9mfdFXr3Y5,Walton & Weybridge Amateur Operatic Society
TmTTYCHzmDxbmduiS,Performance,,Sat May 09 2020 00:00:00 GMT+0000 (UTC),Mon May 18 2020 00:00:00 GMT+0000 (UTC),44.8392343,-93.51143119999999,United States,Eden Prairie,9100 Riley Lake Road,Minnesota,55347,5877c3c017334f313edb6d29,Cut and Run,,5877bce417334f313edb5b6d,Eden Prairie Players
HsuA2DkJtcjHAGSwe,Performance,https://16thstreettheater.org/productions/palestine/,Fri Apr 10 2020 00:00:00 GMT+0000 (UTC),Mon May 04 2020 00:00:00 GMT+0000 (UTC),41.8578335,-87.7845956,United States,Berwyn,6420 16th Street,Illinois,60402,sBXjnnnY2FxiSDz6D,Palestine,,5877b72c17334f313edb4e40,16th Street Theater
73faHaEjtD4RECruF,Performance,,Mon Apr 06 2020 00:00:00 GMT+0000 (UTC),Tue Apr 07 2020 00:00:00 GMT+0000 (UTC),43.7022451,-72.28955259999998,United States,Hanover,,New Hampshire,,Zqc29axBrstighwMo,Infinitely Yours,,5877bbb017334f313edb58a9,Hopkins Center for the Arts
yudaHxPCxS5MYmS2H,Performance,,Sat Mar 28 2020 00:00:00 GMT+0000 (UTC),Mon Mar 30 2020 00:00:00 GMT+0000 (UTC),34.0905418,-118.3276065,United States,Los Angeles,6320 Santa Monica Boulevard,California,90038,CD94oeKoF9jNY5LpZ,Low Light,,5877bcc117334f313edb5b1d,2Cents Theatre Group
9ki6GkytqoPXfz7Ty,Performance,https://theaterj.org/on-stage/becoming-dr-ruth-19-20/,Sat Mar 28 2020 00:00:00 GMT+0000 (UTC),Mon Apr 20 2020 00:00:00 GMT+0000 (UTC),38.9108855,-77.0359163,United States,Washington,1529 16th Street Northwest,District of Columbia,20036,LLC8HgT7MDgGxYDLQ,Becoming Dr. Ruth,,5877b72717334f313edb4e36,Theater J
RvpJTwznQ4iushZEX,Performance,,Fri Mar 27 2020 00:00:00 GMT+0000 (UTC),Sun Apr 05 2020 00:00:00 GMT+0000 (UTC),33.0402401,-96.70583920000001,United States,Plano,221 West Parker Road,Texas,75023,en3rjNkpkfcQBCenn,Pulse,,5877b27017334f313edb424f,Rover Dramawerks
AmfYEEww7eNaL4Myz,Performance,https://16thstreettheater.org/productions/methtacular/,Fri Mar 20 2020 00:00:00 GMT+0000 (UTC),Sun Apr 05 2020 00:00:00 GMT+0000 (UTC),41.8578335,-87.7845956,United States,Berwyn,6420 16th Street,Illinois,60402,wELAbsD9EXnfKRohC,Methtacular!,,5877b72c17334f313edb4e40,16th Street Theater
zE2oNAXQNydfYnKxn,Performance,https://www.59e59.org/shows/show-detail/barococo/,Thu Mar 19 2020 00:00:00 GMT+0000 (UTC),Mon Apr 06 2020 00:00:00 GMT+0000 (UTC),40.7634424,-73.9704993,United States,New York,59 East 59th Street,New York,10022,hNqAnND5WkeCMnkdu,BAROCOCO,,5877bc3617334f313edb59dd,59E59 Theaters
FmXdFnN4kBYQ2Wx4b,Performance,,Wed Mar 18 2020 00:00:00 GMT+0000 (UTC),Mon Apr 20 2020 00:00:00 GMT+0000 (UTC),33.7489954,-84.3879824,United States,Atlanta,,Georgia,,Bmw7GqndZHH7GB8Tr,In My Granny's Garden,,5877b72117334f313edb4e28,Alliance Theatre
ovFSxxkxq4f65D2Eb,Performance,https://theaterj.org/on-stage/the-wanderers/,Thu Feb 20 2020 01:00:00 GMT+0000 (UTC),Mon Mar 16 2020 00:00:00 GMT+0000 (UTC),38.9108855,-77.0359163,United States,Washington,1529 16th Street Northwest,District of Columbia,20036,dHTzyQbjFn7eHWeQc,The Wanderers,,5877b72717334f313edb4e36,Theater J
oGfHNHkio3dvhQMXS,Reading,http://playground-la.org/monday/,Tue Feb 11 2020 01:00:00 GMT+0000 (UTC),Tue Feb 11 2020 01:00:00 GMT+0000 (UTC),34.0905418,-118.3276065,United States,Los Angeles,6320 Santa Monica Boulevard,California,90038,Pz7nz2zCe8iPHcseN,Obscura,,5877b9f817334f313edb54b3,PlayGround-LA
JPkFcaHbFPooMLZsH,Performance,https://16thstreettheater.org/productions/alabaster/,Fri Jan 31 2020 01:00:00 GMT+0000 (UTC),Mon Mar 02 2020 01:00:00 GMT+0000 (UTC),41.8578335,-87.7845956,United States,Berwyn,6420 16th Street,Illinois,60402,ybjnMmJs3Yn3ANEWm,Alabaster,,5877b72c17334f313edb4e40,16th Street Theater
cXG4SFgSMehP3aW8R,Performance,https://companyone.org/production/wolf-play/,Fri Jan 31 2020 01:00:00 GMT+0000 (UTC),Sun Mar 01 2020 01:00:00 GMT+0000 (UTC),42.3494163,-71.0788285,United States,Boston,700 Boylston Street,Massachusetts,02116,xsRcFQRYzveqznLir,Wolf Play,,5877b7b317334f313edb4f76,Company One Theatre
LcpoXQG9wGvcLnmDQ,Performance,https://www.clevelandplayhouse.com/shows/2019/clue,Sun Jan 26 2020 01:00:00 GMT+0000 (UTC),Mon Feb 24 2020 01:00:00 GMT+0000 (UTC),41.5012159,-81.6814828,United States,Cleveland,1407 Euclid Avenue,Ohio,44115,kjnkxGv8YpjQpC7AR,Clue,,dapmM7iYbacrqsj5N,Cleveland Play House
LGJmbbKckvv7sgP79,Performance,http://banarte.net/ETB/Trabajo/Comunicado_de_muerte.htm,Sat Jan 25 2020 01:00:00 GMT+0000 (UTC),Sat Jan 25 2020 01:00:00 GMT+0000 (UTC),41.65280974019911,-4.720430374145508,Spain,,,,,Ccz6adrT82xZAbM3r,COMUNICADO DE MUERTE,,ga86x7EbBfak4qoRb,BANARTE ANTZERKI TALDEA
LrihCM7TZRN9Yrxze,Performance,http://www.afterculturetheatre.com/current-projects,Thu Jan 23 2020 01:00:00 GMT+0000 (UTC),Sun Feb 02 2020 01:00:00 GMT+0000 (UTC),38.0458656,-84.49589600000002,United States,Lexington,141 East Main Street,Kentucky,40507,dHhn5ZDnoS3JEoYHK,Who Holds the Devil,,Ff7x5SE2wimrRmPMe,Afterculture Theatre
jJXMkvHwZnqLyowwp,Reading,https://www.palmbeachdramaworks.org/program/newplaysfestival,Sun Jan 12 2020 01:00:00 GMT+0000 (UTC),Sun Jan 12 2020 01:00:00 GMT+0000 (UTC),26.7056206,-80.0364297,United States,Palm Beach,,Florida,,AS22dBARitX7DSn6M,The Standby Lear,,TbH99vj4PJ7fMxpwb,Palm Beach Dramaworks
T8drLw8TdKksCpYDB,Performance,https://theaterj.org/on-stage/sheltered/,Fri Jan 10 2020 01:00:00 GMT+0000 (UTC),Mon Feb 03 2020 01:00:00 GMT+0000 (UTC),38.9108855,-77.0359163,United States,Washington,1529 16th Street Northwest,District of Columbia,20036,3T85GaqdgvPA43B9R,Sheltered,,5877b72717334f313edb4e36,Theater J
EGhY4ZKTpCQFDxzor,Performance,https://www.auroratheatre.com/productions-and-programs/view/the-curious-incident-of-the-dog-in-the-night-time/,Fri Jan 10 2020 01:00:00 GMT+0000 (UTC),Mon Feb 10 2020 01:00:00 GMT+0000 (UTC),33.9571284,-83.98723989999996,United States,Lawrenceville,128 East Pike Street,Georgia,30046,uGkPeuRfHomna85Aj,The Curious Incident of the Dog in the Night-time,,5877b94417334f313edb5312,Aurora Theatre
gNSTwv6ksihQ3j66q,Performance,,Thu Jan 02 2020 01:00:00 GMT+0000 (UTC),Thu Jan 02 2020 01:00:00 GMT+0000 (UTC),33.7489954,-84.3879824,United States,Atlanta,,Georgia,,gjs52gbPZxoEXWzfa,Sit-In,,5877b72117334f313edb4e28,Alliance Theatre
J72c8GAnx6ASy2qaP,Performance,,Thu Jan 02 2020 01:00:00 GMT+0000 (UTC),Thu Jan 02 2020 01:00:00 GMT+0000 (UTC),40.0362184,-75.51381179999998,United States,Malvern,,Pennsylvania,19355,zuL2m3XZXWLwcRsnG,Real Ambassadors,,5877b75717334f313edb4ea3,People's Light and Theatre
keKB5DRuHWG782g9b,Performance,,Thu Jan 02 2020 01:00:00 GMT+0000 (UTC),Thu Jan 02 2020 01:00:00 GMT+0000 (UTC),44.977753,-93.26501080000003,United States,Minneapolis,,Minnesota,,nWEiGzuPjZC9XKnbP,Nina Simone: Four Women,,5877b7d717334f313edb4fca,Pillsbury House Theatre
zyJicdybj9ZLb9z5Q,Performance,,Thu Jan 02 2020 01:00:00 GMT+0000 (UTC),Thu Jan 02 2020 01:00:00 GMT+0000 (UTC),42.3600825,-71.05888010000001,United States,Boston,,Massachusetts,,kaPoGScAXgSwHwJsJ,Common Ground,,5877b7c317334f313edb4f9b,Huntington Theatre Company
PzcenpguX9YPope3p,Work-in-Progress,https://docs.google.com/document/d/17qlMpUgio3FqLxwftPPooHxL2q5wncPZfddZcenyNjo/edit,Fri Dec 06 2019 01:00:00 GMT+0000 (UTC),Wed Sep 01 2021 00:00:00 GMT+0000 (UTC),42.34942929999999,-71.0602923,United States,Boston,99 Albany Street,Massachusetts,02111,S5Dv3QavrusCBaco9,C1 PlayLab Pao Fellows Project,,5877b7b317334f313edb4f76,Company One Theatre
PTsdhmCoB8ASTrNJo,Performance,,Thu Dec 05 2019 01:00:00 GMT+0000 (UTC),Mon Dec 16 2019 01:00:00 GMT+0000 (UTC),-34.59535170000001,-58.432741899999996,Argentina,,444 Jufré,Buenos Aires,C1414,KcSFhSCCaoBrqRpmE,Lucecitas,,x8XBpBL82L8A95ESo,Leticia Torres y Maximiliano Sarramone
7mMKe4xkQSswuDgmC,Performance,wwaos.org.uk,Tue Dec 03 2019 20:00:00 GMT+0000 (UTC),Sat Dec 07 2019 20:00:00 GMT+0000 (UTC),51.3855882,-0.4237832999999682,United Kingdom,,Hurst Grove,England,KT12 1AU,9rd4YwfmratnPCrNM,Made In Dagenham,,BBWYAND9mfdFXr3Y5,Walton & Weybridge Amateur Operatic Society
GfvasFwLtyYuroeiH,Performance,https://16thstreettheater.org/productions/a-xmas-cuento-remix/,Sat Nov 30 2019 01:00:00 GMT+0000 (UTC),Mon Dec 30 2019 01:00:00 GMT+0000 (UTC),41.8578335,-87.7845956,United States,Berwyn,6420 16th Street,Illinois,60402,QroZXiT29rQiwzwEo,A Xmas Cuento Remix,,5877b72c17334f313edb4e40,16th Street Theater
HL5hjDpuAMRRafQ29,Performance,https://www.clevelandplayhouse.com/shows/2019/every-brilliant-thing,Sun Nov 24 2019 01:00:00 GMT+0000 (UTC),Mon Dec 23 2019 01:00:00 GMT+0000 (UTC),41.49932,-81.69436050000002,United States,Cleveland,"1407 Euclid Avenue Cleveland, OH 44115",Ohio,,knC8sJF7vjaegcw6q,Every Brilliant Thing,,dapmM7iYbacrqsj5N,Cleveland Play House
Xx8AT66B6hkJYStTy,Performance,https://www.facebook.com/fundacionbacateatro,Sun Nov 24 2019 01:00:00 GMT+0000 (UTC),Sun Nov 24 2019 01:00:00 GMT+0000 (UTC),4.864758,-74.05091800000002,Colombia,Chía,Calle 29 # 1- 57 Vereda Bojacá sector Mercedes de Calahorra Chía,Cundinamarca,,hMnYNcaoS4yEx8xmr,El cielo y el dolor,,7eW544zdZJGwj5QvB,ID studio Theater 
q6MY5Rg5fNSXAT9mX,Performance,,Fri Nov 22 2019 01:00:00 GMT+0000 (UTC),Sun Nov 24 2019 01:00:00 GMT+0000 (UTC),32.5307833,-116.9664287,Mexico,Tijuana,,Baja California,,NkZQ37B6LsrYciy8Y,Programación Artística del X Festival Interprepas THT,,L4dLTztJHyesv3DT8,Festival Interprepas THT
MgqLeh7b9yLpx2soo,Performance,https://eveningwithstephencrane.brownpapertickets.com,Sun Nov 17 2019 01:00:00 GMT+0000 (UTC),Mon Nov 18 2019 01:00:00 GMT+0000 (UTC),40.2236313,-74.00689920000002,United States,Asbury Park,508 4th Avenue,New Jersey,07712,5877c3d417334f313edb6d5d,Evening With Stephen Crane,,5877bca217334f313edb5ad5,Actors & Playwrights Collaborative
RzDTzR9B9uEzkqqMf,Performance,"The Wickhams is set to be produced at Northlight Theatre in Chicago, Merrimack Rep in Lowell, Capital Stage in Sacramento, City Lights in San Jose, The Jungle in Minneapolis and will be published by Dramatists Play Service.  ",Sun Nov 17 2019 01:00:00 GMT+0000 (UTC),Tue Dec 17 2019 01:00:00 GMT+0000 (UTC),37.9060368,-122.54497630000003,United States,Mill Valley,,California,94941,QPDiwadqHFvtPNv8e,The Wickams: Christmas at Pemberly,,5877b71e17334f313edb4e20,Marin Theatre Company
hXhdDqfEReGCsXoXz,Performance,https://companyone.org/production/hype-man-limited-return-engagement/,Fri Nov 15 2019 01:00:00 GMT+0000 (UTC),Sun Nov 17 2019 01:00:00 GMT+0000 (UTC),42.37090850000001,-71.1151895,United States,Cambridge,,Massachusetts,02138,7TYRBZEHRoGv5j5TS,HYPE MAN: a break beat play,,5877b7b317334f313edb4f76,Company One Theatre
kwwMDYAitPuMB2hNN,Performance,https://teens.artsconnection.org/events/footprints-of-the-polar-bear-and-other-eco-centric-plays-11-23-19/,Thu Nov 14 2019 01:00:00 GMT+0000 (UTC),Mon Nov 25 2019 01:00:00 GMT+0000 (UTC),40.7127753,-74.0059728,United States,New York,314 West 54th St.,New York,,5877c42b17334f313edb6e40,The Perfect Place,,5877bc1e17334f313edb59a7,American Theatre of Actors
jweaX2tyCC72uPpvg,Performance,https://www.brownpapertickets.com/event/4423551,Thu Nov 14 2019 01:00:00 GMT+0000 (UTC),Mon Nov 25 2019 01:00:00 GMT+0000 (UTC),40.7650389,-73.9853445,United States,New York,314 West 54th Street,New York,10019,tyc2WXyPCm6xq83Eg,Footprints of the Polar Bear & Other Eco-Centric Plays,,5877bc1e17334f313edb59a7,American Theatre of Actors
WHpSvBpT3uaZed8rq,Performance,https://theaterj.org/on-stage/occupant/,Fri Nov 08 2019 01:00:00 GMT+0000 (UTC),Mon Dec 09 2019 01:00:00 GMT+0000 (UTC),38.9108855,-77.0359163,United States,Washington,1529 16th Street Northwest,District of Columbia,20036,TbwcQYKg2jLE4dEAf,Edward Albee's OCCUPANT,,5877b72717334f313edb4e36,Theater J
rbXBpLyRPFE4Mp4S6,Performance,https://www.clevelandplayhouse.com/shows/2019/the-merchant-of-venice,Thu Nov 07 2019 01:00:00 GMT+0000 (UTC),Sun Nov 17 2019 01:00:00 GMT+0000 (UTC),41.5011591,-81.68151439999997,United States,Cleveland,1401 Euclid Avenue,Ohio,44115,mEcgv5YP4gLKxjxhb,The Merchant Of Venice,,S42CtxYvD9YAiyzJg,Case Western Reserve/Cleveland Play House MFA Acting
c2qqrp2yF8dvaqnhP,Performance,https://www.voilaeuropefestival.com/sales/voila-europe/right-left-with-heels,Wed Nov 06 2019 01:00:00 GMT+0000 (UTC),Thu Nov 07 2019 01:00:00 GMT+0000 (UTC),51.5073509,-0.12775829999998223,United Kingdom,London,,England,,QYPCRkkbW27DsyYcA,right left with heels,,GghGzwLP5rpyvi6Nj,Voila! Europe 2019
3SeRHNeZF3CuQpfQR,Reading,http://freshinktheatre.org/ink-spot-festival,Mon Nov 04 2019 01:00:00 GMT+0000 (UTC),Mon Nov 04 2019 01:00:00 GMT+0000 (UTC),42.3444466,-71.07129079999999,United States,Boston,539 Tremont Street,Massachusetts,02116,68J7YFhekNwKo9MRR,Last Ship to Proxima Centauri,,5877b82617334f313edb507e,Fresh Ink Theatre
MEHZWZuaohekDTyZT,Performance,"Melinda Lopez' one woman show, Mala, produced by the Huntington in 2017 after premiering at Arts Emerson, in 2016 went on to tour to the Guthrie Theatre in 2017, and has a potential production at Old Globe 2019-2020. It was also put out on Audible Books, 2019 (debuted at #6, and currently at #5 on their downloads)",Mon Oct 28 2019 00:00:00 GMT+0000 (UTC),Thu Nov 21 2019 01:00:00 GMT+0000 (UTC),42.3600825,-71.05888010000001,United States,Boston,,Massachusetts,,vkP32Li9FH6vTjkbx,Mala,,5877b84217334f313edb50be,ArtsEmerson
5vnEgpGowtoaMuqyw,Reading,,Sun Oct 27 2019 00:00:00 GMT+0000 (UTC),Sun Oct 27 2019 00:00:00 GMT+0000 (UTC),34.07816999999999,-118.26231899999999,United States,Los Angeles,2011 Sunset Boulevard,California,90026,5877c2aa17334f313edb6a53,Safe Distance,,5877ba9e17334f313edb5633,Drama West Productions
kNyAjvqyuzEGifxcN,Reading,http://www.benchmarktheatre.com/fdf,Sat Oct 26 2019 00:00:00 GMT+0000 (UTC),Sat Oct 26 2019 00:00:00 GMT+0000 (UTC),39.7410005,-105.0758803,United States,Lakewood,1560 Teller Street,Colorado,80214,5877c2aa17334f313edb6a53,Safe Distance,,o9rSFqE6gDG9EcgHq,Benchmark Theatre
TKoQ3fiDwoWvPrN5R,Performance,http://shoeparty2019.eventbrite.ca/,Fri Oct 25 2019 00:00:00 GMT+0000 (UTC),Fri Oct 25 2019 00:00:00 GMT+0000 (UTC),49.2838507,-123.10563079999997,Canada,Vancouver,65 Water Street,British Columbia,V6B 1A1,dERuPYBGSaqHFYw6c,Centre A Shoe Party 3.0,,atkSvENczW37LLyqo,Centre A
rtnKpzn5LE2R8xzFE,Performance,https://hivechannel5.com/the-ten-show/,Sun Oct 20 2019 00:00:00 GMT+0000 (UTC),Sun Oct 20 2019 00:00:00 GMT+0000 (UTC),40.2262931,-111.66360380000003,United States,Provo,591 South 300 West,Utah,84601,SbgHhdzqcJJsZP75Q,Boxes Are Magic,,4PKL94YY2JshjCR7n,The Hive Collaborative
gSuHhNqAd4sRqWA8T,Reading,,Tue Oct 15 2019 00:00:00 GMT+0000 (UTC),Tue Oct 15 2019 00:00:00 GMT+0000 (UTC),34.09045880000001,-118.327609,United States,Los Angeles,1078 Lillian Way,California,90038,gjzjwugudrBrDtY7h,Don't Fear the Reaper,,5877b9f817334f313edb54b3,PlayGround-LA
9ok5sJYHanMSmirsM,Performance,https://www.clevelandplayhouse.com/shows/2019/pipeline,Sun Oct 13 2019 00:00:00 GMT+0000 (UTC),Mon Nov 04 2019 01:00:00 GMT+0000 (UTC),41.5012239,-81.68142599999999,United States,Cleveland,1407 Euclid Avenue,Ohio,44115,5zoLALT24ksBoodcb,Pipeline,,dapmM7iYbacrqsj5N,Cleveland Play House
3G8K6LcJhjSQmbLZ6,Performance,,Fri Oct 04 2019 00:00:00 GMT+0000 (UTC),Mon Oct 28 2019 00:00:00 GMT+0000 (UTC),32.715738,-117.16108380000003,United States,San Diego,,California,,atXpn4C8PCzz6Nofo,Bad Hombres / Good Wives,,5877b7df17334f313edb4fdc,San Diego Repertory Theatre
zHEPKmcewq8rbb9Zn,Reading,http://www.midwestdramatists.org/2019/09/midwest-dramatists-conference-this.html,Sat Sep 28 2019 00:00:00 GMT+0000 (UTC),Sun Sep 29 2019 00:00:00 GMT+0000 (UTC),38.8813958,-94.81912849999998,United States,Olathe,,Kansas,,8xGXzyS89rqogzAsD,The Fallout,,5877bc1817334f313edb5999,Midwest Dramatists Center
qQgFb6ygQm3B5YiC2,Reading,https://analogiofestival.org/2019/en/events/27/,Thu Sep 26 2019 00:00:00 GMT+0000 (UTC),Thu Sep 26 2019 00:00:00 GMT+0000 (UTC),37.98594847291445,23.720169067382812,Greece,,"12, Leonidou str., 10437, Metaxourgio",,,5duSMpjB3YTKsY6Fd,Sophocles’ ANTIGONE,,NZskqiRaSTZyE464m,analogio theater festival
MvvNZYqG7F4iR56uJ,Performance,https://analogiofestival.org/2019/en/events/25/,Thu Sep 26 2019 00:00:00 GMT+0000 (UTC),Thu Sep 26 2019 00:00:00 GMT+0000 (UTC),37.97624027632686,23.746132850646973,Greece,,"1, Koumbari str. & Vas. Sofias Ave., 106 74",,,r6eGdL4YEL24y3Hpz,"TRACES OF ANTIGONE, by Christina Ouzounidis (Sweden)",,NZskqiRaSTZyE464m,analogio theater festival
JSypaJSGHPZFGWgyj,Performance,https://analogiofestival.org/2019/en/events/22/,Wed Sep 25 2019 00:00:00 GMT+0000 (UTC),Wed Sep 25 2019 00:00:00 GMT+0000 (UTC),37.97031155611036,23.730597496032715,Greece,,"14, Frynichou str., 10558, Plaka",,,x8kbWJLvAQobgnrps,The Birthing Trial by Ursula Werdenberg,,NZskqiRaSTZyE464m,analogio theater festival
rBXhRZ2GwM4szZ4WW,Performance,https://analogiofestival.org/2019/en/events/21/,Wed Sep 25 2019 00:00:00 GMT+0000 (UTC),Wed Sep 25 2019 00:00:00 GMT+0000 (UTC),37.9701254829616,23.730629682540894,Greece,,"14, Frynichou str., 10558, Plaka",,,Jd2nBif2da2eNCexw,"MOTHERLAND, by Thodoris Tsapakides",,NZskqiRaSTZyE464m,analogio theater festival
YniSttXp6wJxkuQT7,Performance,https://analogiofestival.org/2019/en/events/33/,Wed Sep 25 2019 00:00:00 GMT+0000 (UTC),Thu Sep 26 2019 00:00:00 GMT+0000 (UTC),37.973669249613835,23.72673511505127,Greece,,"5, Tholou str., 10556, Plaka",,,zDJuvRLerXruyxkmb,«Kassandra – Hécuba» by Companhia Nova de Teatro,,NZskqiRaSTZyE464m,analogio theater festival
GjSjviPk9JW98aRi8,Performance,https://analogiofestival.org/2019/en/events/17/,Tue Sep 24 2019 00:00:00 GMT+0000 (UTC),Tue Sep 24 2019 00:00:00 GMT+0000 (UTC),37.97022697746495,23.730586767196655,Greece,,"14, Frynichou str., 10558, Plaka",,,PSRYyC3x9QvPKhkrG,"BLUE ROOM, by Alexis Stamatis",,NZskqiRaSTZyE464m,analogio theater festival
gxCHckzpC4MvpfzkT,Performance,https://analogiofestival.org/2019/en/events/16/,Tue Sep 24 2019 00:00:00 GMT+0000 (UTC),Tue Sep 24 2019 00:00:00 GMT+0000 (UTC),37.97021851959506,23.730586767196655,Greece,,"14, Frynichou str., 10558, Plaka",,,HG5PykHYGZk7Q4wed,WE THIRTEEN AND FOURTEEN YEAR-OLD GIRLS - A CONTEMPORARY TALE,,NZskqiRaSTZyE464m,analogio theater festival
pGrfD4NkCvyh2ySrW,Reading,https://analogiofestival.org/2019/gr/events/14/,Tue Sep 24 2019 00:00:00 GMT+0000 (UTC),Tue Sep 24 2019 00:00:00 GMT+0000 (UTC),37.96925431603793,23.77968192100525,Greece,,"University Campus, 15784, Zografos",,,dZ5qLRyendtFnGo9J,"Η μετάφραση του Αρχαίου Ελληνικού Δράματος: προκλήσεις, παγίδες, πειρασμοί",,NZskqiRaSTZyE464m,analogio theater festival
GqvE4HcmFpGDdJZ56,Performance,https://analogiofestival.org/2019/en/events/23/,Tue Sep 24 2019 00:00:00 GMT+0000 (UTC),Wed Sep 25 2019 00:00:00 GMT+0000 (UTC),37.9737030794974,23.726606369018555,Greece,,"5, Tholou str., 10556, Plaka",,,uyzKXJa4jHgWzWnXz,The Death of Ηaman - by Parchamdar Theatre Group,,NZskqiRaSTZyE464m,analogio theater festival
XHZoaTn4ggWKd4HHg,Performance,https://analogiofestival.org/2019/en/events/12/,Mon Sep 23 2019 00:00:00 GMT+0000 (UTC),Mon Sep 23 2019 00:00:00 GMT+0000 (UTC),37.97022697746495,23.730618953704834,Greece,,"14, Frynichou str., 10558, Plaka",,,39Ff4d2G7YNBjve47,FISHERMEN / LES NAUFRAGEURS by Sophie-Valentine Borloz,,NZskqiRaSTZyE464m,analogio theater festival
ThAJ2wP9NuiKMoCQc,Performance,https://analogiofestival.org/2019/en/events/11/,Mon Sep 23 2019 00:00:00 GMT+0000 (UTC),Mon Sep 23 2019 00:00:00 GMT+0000 (UTC),37.97016777235504,23.730618953704834,Greece,,"14, Frynichou str., 10558, Plaka",,,xg3ZFt7nxY9qK8BDW,"MRS X, by Kalliope Exarchou",,NZskqiRaSTZyE464m,analogio theater festival
XxWausTq8EMAjXaSG,Performance,https://analogiofestival.org/2019/en/events/18/,Mon Sep 23 2019 00:00:00 GMT+0000 (UTC),Mon Sep 23 2019 00:00:00 GMT+0000 (UTC),37.973500099962344,23.726885318756104,Greece,,"5, Tholou str., 10556, Plaka",,,e2YBmGsaq6ntohvNb,Luar de Contos (Moonlight Tales),,NZskqiRaSTZyE464m,analogio theater festival
uswqYCFLwPCbhMwfs,Performance,https://analogiofestival.org/2019/en/events/10/,Sun Sep 22 2019 00:00:00 GMT+0000 (UTC),Sun Sep 22 2019 00:00:00 GMT+0000 (UTC),37.97020160385216,23.730586767196655,Greece,,"14, Frynichou str., 10558, Plaka",,,9i49xKjuGBfd2cBrX,THE ANCIENT GREEK TRAGEDY WITHIN AN HOUR by Konstantinos Bouras,,NZskqiRaSTZyE464m,analogio theater festival
4Wtm8srusK3hFMSmc,Reading,https://analogiofestival.org/2019/en/events/7/,Sun Sep 22 2019 00:00:00 GMT+0000 (UTC),Tue Sep 24 2019 00:00:00 GMT+0000 (UTC),37.9700493619921,23.779499530792236,Greece,,"University Campus, 15784",,,cNZdusTcLotsLPQ5e,Relocating Antigone,,NZskqiRaSTZyE464m,analogio theater festival
kcqtwCtGy4KZ6tngq,Performance,https://analogiofestival.org/2019/en/events/13/,Sun Sep 22 2019 00:00:00 GMT+0000 (UTC),Sun Sep 22 2019 00:00:00 GMT+0000 (UTC),37.97304762272868,23.727051615715027,Greece,,"5, Tholou str., 10556, Plaka",,,vNjZkhNDe3Nh3jJnA,Traditional Indonesian Dance Theater,,NZskqiRaSTZyE464m,analogio theater festival
